action,month,day,hour,count,sum,average,std,step
HOUSING,1,26,4,6,9829.4,1638.2,600.0,25
INSURANCE,1,26,4,3,652.6,217.5,100.0,25
EDUCATION,1,26,8,4,1838.4,459.6,300.0,25
TRAVEL,1,26,8,7,1061.6,151.7,100.0,25
CASH_WITHDRAWAL,1,26,8,6,558.3,93.0,50.0,25
CASH_DEPOSIT,1,26,14,4,2028.2,507.0,300.0,25
BANK_TRANSFER,1,26,14,3,2860.8,953.6,500.0,25
CREDIT_CARD_PAYMENT,1,26,16,7,570.1,81.4,40.0,25
FOOD_GROCERIES,1,27,18,52,2534.1,48.7,15.0,26
FOOD_RESTAURANT,1,27,18,35,869.3,24.8,12.0,26
TRANSPORT_PUBLIC,1,27,9,35,308.0,8.8,5.0,26
TRANSPORT_PRIVATE,1,27,9,22,329.3,15.0,8.0,26
HEALTHCARE,1,27,10,12,1583.3,131.9,80.0,26
SHOPPING_CLOTHES,1,27,12,19,1726.7,90.9,45.0,26
SHOPPING_ELECTRONICS,1,27,13,9,2377.7,264.2,150.0,26
ENTERTAINMENT,1,27,19,28,1066.1,38.1,20.0,26
HOUSING,1,27,3,7,12418.8,1774.1,600.0,26
INSURANCE,1,27,4,2,404.9,202.4,100.0,26
EDUCATION,1,27,16,4,1866.6,466.6,300.0,26
TRAVEL,1,27,9,8,1145.6,143.2,100.0,26
CASH_WITHDRAWAL,1,27,19,7,637.5,91.1,50.0,26
CASH_DEPOSIT,1,27,17,3,1410.7,470.2,300.0,26
BANK_TRANSFER,1,27,16,3,2754.2,918.1,500.0,26
CREDIT_CARD_PAYMENT,1,27,14,8,581.5,72.7,40.0,26
FOOD_GROCERIES,1,28,18,54,2494.5,46.2,15.0,27
FOOD_RESTAURANT,1,28,20,36,927.8,25.8,12.0,27
TRANSPORT_PUBLIC,1,28,9,45,357.5,7.9,5.0,27
TRANSPORT_PRIVATE,1,28,7,22,313.6,14.3,8.0,27
HEALTHCARE,1,28,11,11,1403.1,127.6,80.0,27
SHOPPING_CLOTHES,1,28,10,24,1878.3,78.3,45.0,27
SHOPPING_ELECTRONICS,1,28,16,8,2017.8,252.2,150.0,27
ENTERTAINMENT,1,28,22,22,719.1,32.7,20.0,27
HOUSING,1,28,5,7,12523.3,1789.0,600.0,27
INSURANCE,1,28,2,3,577.8,192.6,100.0,27
EDUCATION,1,28,16,3,1476.6,492.2,300.0,27
TRAVEL,1,28,15,7,949.4,135.6,100.0,27
CASH_WITHDRAWAL,1,28,8,8,736.2,92.0,50.0,27
CASH_DEPOSIT,1,28,10,2,926.6,463.3,300.0,27
BANK_TRANSFER,1,28,9,3,3063.3,1021.1,500.0,27
CREDIT_CARD_PAYMENT,1,28,10,6,475.6,79.3,40.0,27
FOOD_GROCERIES,1,29,15,46,2222.9,48.3,15.0,28
FOOD_RESTAURANT,1,29,21,25,620.0,24.8,12.0,28
TRANSPORT_PUBLIC,1,29,16,29,254.1,8.8,5.0,28
TRANSPORT_PRIVATE,1,29,9,25,343.5,13.7,8.0,28
HEALTHCARE,1,29,14,10,1249.0,124.9,80.0,28
SHOPPING_CLOTHES,1,29,11,19,1619.0,85.2,45.0,28
SHOPPING_ELECTRONICS,1,29,15,7,1715.2,245.0,150.0,28
ENTERTAINMENT,1,29,19,20,635.3,31.8,20.0,28
HOUSING,1,29,5,5,8318.2,1663.6,600.0,28
INSURANCE,1,29,4,2,419.7,209.8,100.0,28
EDUCATION,1,29,16,3,1633.2,544.4,300.0,28
TRAVEL,1,29,16,4,625.5,156.4,100.0,28
CASH_WITHDRAWAL,1,29,11,6,658.5,109.7,50.0,28
CASH_DEPOSIT,1,29,10,2,924.7,462.4,300.0,28
BANK_TRANSFER,1,29,9,2,2123.6,1061.8,500.0,28
CREDIT_CARD_PAYMENT,1,29,15,5,374.4,74.9,40.0,28
FOOD_GROCERIES,1,30,10,34,1445.2,42.5,15.0,29
FOOD_RESTAURANT,1,30,11,22,533.6,24.3,12.0,29
TRANSPORT_PUBLIC,1,30,19,26,216.4,8.3,5.0,29
TRANSPORT_PRIVATE,1,30,18,20,319.5,16.0,8.0,29
HEALTHCARE,1,30,16,9,999.6,111.1,80.0,29
SHOPPING_CLOTHES,1,30,16,13,1155.8,88.9,45.0,29
SHOPPING_ELECTRONICS,1,30,12,6,1529.1,254.8,150.0,29
ENTERTAINMENT,1,30,19,17,556.5,32.7,20.0,29
HOUSING,1,30,1,5,9449.0,1889.8,600.0,29
INSURANCE,1,30,2,3,644.1,214.7,100.0,29
EDUCATION,1,30,9,2,1036.8,518.4,300.0,29
TRAVEL,1,30,8,5,784.1,156.8,100.0,29
CASH_WITHDRAWAL,1,30,21,5,488.0,97.6,50.0,29
CASH_DEPOSIT,1,30,8,3,1555.7,518.6,300.0,29
BANK_TRANSFER,1,30,13,2,1843.6,921.8,500.0,29
CREDIT_CARD_PAYMENT,1,30,11,5,344.7,68.9,40.0,29
FOOD_GROCERIES,1,31,9,42,2069.8,49.3,15.0,30
FOOD_RESTAURANT,1,31,12,26,676.6,26.0,12.0,30
TRANSPORT_PUBLIC,1,31,17,42,352.8,8.4,5.0,30
TRANSPORT_PRIVATE,1,31,9,33,457.6,13.9,8.0,30
HEALTHCARE,1,31,17,12,1531.7,127.6,80.0,30
SHOPPING_CLOTHES,1,31,11,19,1651.8,86.9,45.0,30
SHOPPING_ELECTRONICS,1,31,19,11,2761.6,251.1,150.0,30
ENTERTAINMENT,1,31,18,24,801.7,33.4,20.0,30
HOUSING,1,31,5,6,11874.3,1979.0,600.0,30
INSURANCE,1,31,5,3,616.5,205.5,100.0,30
EDUCATION,1,31,8,3,1572.6,524.2,300.0,30
TRAVEL,1,31,14,6,953.9,159.0,100.0,30
CASH_WITHDRAWAL,1,31,16,8,815.0,101.9,50.0,30
CASH_DEPOSIT,1,31,15,2,1078.2,539.1,300.0,30
BANK_TRANSFER,1,31,10,3,2902.0,967.3,500.0,30
CREDIT_CARD_PAYMENT,1,31,10,5,368.2,73.6,40.0,30
FOOD_GROCERIES,2,1,8,46,2003.5,43.6,15.0,31
FOOD_RESTAURANT,2,1,18,27,675.7,25.0,12.0,31
TRANSPORT_PUBLIC,2,1,9,37,293.6,7.9,5.0,31
TRANSPORT_PRIVATE,2,1,9,26,351.0,13.5,8.0,31
HEALTHCARE,2,1,14,13,1691.6,130.1,80.0,31
SHOPPING_CLOTHES,2,1,15,18,1615.1,89.7,45.0,31
SHOPPING_ELECTRONICS,2,1,14,8,1861.6,232.7,150.0,31
ENTERTAINMENT,2,1,20,24,783.9,32.7,20.0,31
HOUSING,2,1,1,5,9109.2,1821.8,600.0,31
INSURANCE,2,1,4,3,577.4,192.5,100.0,31
EDUCATION,2,1,16,3,1552.0,517.3,300.0,31
TRAVEL,2,1,14,5,692.9,138.6,100.0,31
CASH_WITHDRAWAL,2,1,9,7,727.4,103.9,50.0,31
CASH_DEPOSIT,2,1,14,2,1014.8,507.4,300.0,31
BANK_TRANSFER,2,1,9,3,2843.5,947.8,500.0,31
CREDIT_CARD_PAYMENT,2,1,15,5,368.2,73.6,40.0,31
FOOD_GROCERIES,2,2,15,36,1678.1,46.6,15.0,32
FOOD_RESTAURANT,2,2,13,27,713.1,26.4,12.0,32
TRANSPORT_PUBLIC,2,2,9,34,305.2,9.0,5.0,32
TRANSPORT_PRIVATE,2,2,17,18,271.3,15.1,8.0,32
HEALTHCARE,2,2,14,9,1031.4,114.6,80.0,32
SHOPPING_CLOTHES,2,2,15,12,1083.0,90.3,45.0,32
SHOPPING_ELECTRONICS,2,2,17,8,2074.8,259.3,150.0,32
ENTERTAINMENT,2,2,18,15,486.4,32.4,20.0,32
HOUSING,2,2,2,6,10295.1,1715.9,600.0,32
INSURANCE,2,2,3,2,423.1,211.5,100.0,32
EDUCATION,2,2,15,2,942.7,471.4,300.0,32
TRAVEL,2,2,9,4,642.6,160.6,100.0,32
CASH_WITHDRAWAL,2,2,13,4,362.4,90.6,50.0,32
CASH_DEPOSIT,2,2,17,2,1074.5,537.3,300.0,32
BANK_TRANSFER,2,2,9,2,1875.2,937.6,500.0,32
CREDIT_CARD_PAYMENT,2,2,20,5,390.6,78.1,40.0,32
FOOD_GROCERIES,2,3,19,59,2464.3,41.8,15.0,33
FOOD_RESTAURANT,2,3,21,29,660.0,22.8,12.0,33
TRANSPORT_PUBLIC,2,3,9,39,352.0,9.0,5.0,33
TRANSPORT_PRIVATE,2,3,7,25,404.0,16.2,8.0,33
HEALTHCARE,2,3,9,14,1557.5,111.2,80.0,33
SHOPPING_CLOTHES,2,3,11,23,1816.4,79.0,45.0,33
SHOPPING_ELECTRONICS,2,3,17,11,2901.4,263.8,150.0,33
ENTERTAINMENT,2,3,21,20,663.3,33.2,20.0,33
HOUSING,2,3,1,7,11391.5,1627.4,600.0,33
INSURANCE,2,3,4,3,580.2,193.4,100.0,33
EDUCATION,2,3,16,3,1461.3,487.1,300.0,33
TRAVEL,2,3,15,5,816.4,163.3,100.0,33
CASH_WITHDRAWAL,2,3,18,6,554.8,92.5,50.0,33
CASH_DEPOSIT,2,3,13,3,1406.0,468.7,300.0,33
BANK_TRANSFER,2,3,15,3,3209.5,1069.8,500.0,33
CREDIT_CARD_PAYMENT,2,3,10,7,508.4,72.6,40.0,33
FOOD_GROCERIES,2,4,19,54,2250.1,41.7,15.0,34
FOOD_RESTAURANT,2,4,21,24,588.0,24.5,12.0,34
TRANSPORT_PUBLIC,2,4,8,37,313.5,8.5,5.0,34
TRANSPORT_PRIVATE,2,4,8,23,312.0,13.6,8.0,34
HEALTHCARE,2,4,8,14,1829.7,130.7,80.0,34
SHOPPING_CLOTHES,2,4,12,16,1339.7,83.7,45.0,34
SHOPPING_ELECTRONICS,2,4,11,11,2626.3,238.8,150.0,34
ENTERTAINMENT,2,4,23,22,821.0,37.3,20.0,34
HOUSING,2,4,4,7,11793.6,1684.8,600.0,34
INSURANCE,2,4,3,3,634.8,211.6,100.0,34
EDUCATION,2,4,13,3,1468.6,489.5,300.0,34
TRAVEL,2,4,9,5,783.3,156.7,100.0,34
CASH_WITHDRAWAL,2,4,16,6,625.4,104.2,50.0,34
CASH_DEPOSIT,2,4,9,3,1533.3,511.1,300.0,34
BANK_TRANSFER,2,4,17,3,2880.9,960.3,500.0,34
CREDIT_CARD_PAYMENT,2,4,17,5,356.6,71.3,40.0,34
FOOD_GROCERIES,2,5,19,31,1291.5,41.7,15.0,35
FOOD_RESTAURANT,2,5,11,25,677.8,27.1,12.0,35
TRANSPORT_PUBLIC,2,5,7,27,208.0,7.7,5.0,35
TRANSPORT_PRIVATE,2,5,17,24,376.3,15.7,8.0,35
HEALTHCARE,2,5,9,11,1380.1,125.5,80.0,35
SHOPPING_CLOTHES,2,5,10,16,1274.9,79.7,45.0,35
SHOPPING_ELECTRONICS,2,5,11,6,1448.2,241.4,150.0,35
ENTERTAINMENT,2,5,20,16,508.6,31.8,20.0,35
HOUSING,2,5,2,4,7144.5,1786.1,600.0,35
INSURANCE,2,5,5,2,388.7,194.4,100.0,35
EDUCATION,2,5,15,2,1030.3,515.1,300.0,35
TRAVEL,2,5,14,4,560.1,140.0,100.0,35
CASH_WITHDRAWAL,2,5,11,4,428.8,107.2,50.0,35
CASH_DEPOSIT,2,5,8,3,1554.8,518.3,300.0,35
BANK_TRANSFER,2,5,10,2,1950.9,975.4,500.0,35
CREDIT_CARD_PAYMENT,2,5,16,5,371.4,74.3,40.0,35
FOOD_GROCERIES,2,6,18,37,1590.6,43.0,15.0,36
FOOD_RESTAURANT,2,6,21,18,491.3,27.3,12.0,36
TRANSPORT_PUBLIC,2,6,19,33,289.8,8.8,5.0,36
TRANSPORT_PRIVATE,2,6,18,19,271.5,14.3,8.0,36
HEALTHCARE,2,6,16,10,1082.8,108.3,80.0,36
SHOPPING_CLOTHES,2,6,12,13,1163.8,89.5,45.0,36
SHOPPING_ELECTRONICS,2,6,19,6,1429.6,238.3,150.0,36
ENTERTAINMENT,2,6,20,18,585.9,32.6,20.0,36
HOUSING,2,6,1,4,6930.1,1732.5,600.0,36
INSURANCE,2,6,2,2,409.1,204.6,100.0,36
EDUCATION,2,6,8,2,928.1,464.0,300.0,36
TRAVEL,2,6,15,5,814.2,162.8,100.0,36
CASH_WITHDRAWAL,2,6,21,5,509.9,102.0,50.0,36
CASH_DEPOSIT,2,6,10,2,1061.7,530.9,300.0,36
BANK_TRANSFER,2,6,13,3,3001.1,1000.4,500.0,36
CREDIT_CARD_PAYMENT,2,6,18,5,359.6,71.9,40.0,36
FOOD_GROCERIES,2,7,16,41,1915.3,46.7,15.0,37
FOOD_RESTAURANT,2,7,19,23,595.3,25.9,12.0,37
TRANSPORT_PUBLIC,2,7,18,31,243.2,7.8,5.0,37
TRANSPORT_PRIVATE,2,7,9,16,238.0,14.9,8.0,37
HEALTHCARE,2,7,15,10,1104.2,110.4,80.0,37
SHOPPING_CLOTHES,2,7,12,12,1047.5,87.3,45.0,37
SHOPPING_ELECTRONICS,2,7,17,7,1664.6,237.8,150.0,37
ENTERTAINMENT,2,7,21,14,466.1,33.3,20.0,37
HOUSING,2,7,4,4,7399.9,1850.0,600.0,37
INSURANCE,2,7,5,2,362.3,181.1,100.0,37
EDUCATION,2,7,15,2,924.3,462.2,300.0,37
TRAVEL,2,7,14,4,547.5,136.9,100.0,37
CASH_WITHDRAWAL,2,7,16,4,430.7,107.7,50.0,37
CASH_DEPOSIT,2,7,9,2,918.4,459.2,300.0,37
BANK_TRANSFER,2,7,17,2,1929.4,964.7,500.0,37
CREDIT_CARD_PAYMENT,2,7,15,5,339.8,68.0,40.0,37
FOOD_GROCERIES,2,8,10,35,1473.9,42.1,15.0,38
FOOD_RESTAURANT,2,8,11,19,466.3,24.5,12.0,38
TRANSPORT_PUBLIC,2,8,18,30,271.3,9.0,5.0,38
TRANSPORT_PRIVATE,2,8,19,17,232.3,13.7,8.0,38
HEALTHCARE,2,8,17,9,1014.5,112.7,80.0,38
SHOPPING_CLOTHES,2,8,13,17,1552.8,91.3,45.0,38
SHOPPING_ELECTRONICS,2,8,18,8,1944.2,243.0,150.0,38
ENTERTAINMENT,2,8,22,16,557.6,34.8,20.0,38
HOUSING,2,8,1,5,8953.0,1790.6,600.0,38
INSURANCE,2,8,3,2,368.7,184.4,100.0,38
EDUCATION,2,8,13,2,936.1,468.1,300.0,38
TRAVEL,2,8,15,4,547.8,137.0,100.0,38
CASH_WITHDRAWAL,2,8,17,5,529.4,105.9,50.0,38
CASH_DEPOSIT,2,8,12,2,993.4,496.7,300.0,38
BANK_TRANSFER,2,8,11,2,1813.5,906.8,500.0,38
CREDIT_CARD_PAYMENT,2,8,17,5,381.5,76.3,40.0,38
FOOD_GROCERIES,2,9,13,37,1519.6,41.1,15.0,39
FOOD_RESTAURANT,2,9,12,19,448.9,23.6,12.0,39
TRANSPORT_PUBLIC,2,9,19,33,299.9,9.1,5.0,39
TRANSPORT_PRIVATE,2,9,18,20,294.9,14.7,8.0,39
HEALTHCARE,2,9,11,11,1285.5,116.9,80.0,39
SHOPPING_CLOTHES,2,9,18,13,1048.2,80.6,45.0,39
SHOPPING_ELECTRONICS,2,9,15,7,1591.3,227.3,150.0,39
ENTERTAINMENT,2,9,22,17,574.1,33.8,20.0,39
HOUSING,2,9,2,4,7307.8,1827.0,600.0,39
INSURANCE,2,9,2,2,367.0,183.5,100.0,39
EDUCATION,2,9,15,2,934.9,467.5,300.0,39
TRAVEL,2,9,10,5,778.4,155.7,100.0,39
CASH_WITHDRAWAL,2,9,16,5,514.0,102.8,50.0,39
CASH_DEPOSIT,2,9,13,2,1022.3,511.2,300.0,39
BANK_TRANSFER,2,9,17,2,1812.4,906.2,500.0,39
CREDIT_CARD_PAYMENT,2,9,17,4,283.3,70.8,40.0,39
FOOD_GROCERIES,2,10,9,49,2310.3,47.1,15.0,40
FOOD_RESTAURANT,2,10,11,34,785.0,23.1,12.0,40
TRANSPORT_PUBLIC,2,10,17,35,312.8,8.9,5.0,40
TRANSPORT_PRIVATE,2,10,18,25,337.7,13.5,8.0,40
HEALTHCARE,2,10,11,11,1433.9,130.4,80.0,40
SHOPPING_CLOTHES,2,10,15,19,1726.9,90.9,45.0,40
SHOPPING_ELECTRONICS,2,10,17,8,2168.2,271.0,150.0,40
ENTERTAINMENT,2,10,18,19,700.4,36.9,20.0,40
HOUSING,2,10,1,7,12516.3,1788.0,600.0,40
INSURANCE,2,10,5,3,623.9,208.0,100.0,40
EDUCATION,2,10,9,3,1592.4,530.8,300.0,40
TRAVEL,2,10,11,6,815.9,136.0,100.0,40
CASH_WITHDRAWAL,2,10,10,6,607.1,101.2,50.0,40
CASH_DEPOSIT,2,10,12,3,1379.6,459.9,300.0,40
BANK_TRANSFER,2,10,16,3,2752.0,917.3,500.0,40
CREDIT_CARD_PAYMENT,2,10,21,5,411.2,82.2,40.0,40
FOOD_GROCERIES,2,11,10,47,2102.5,44.7,15.0,41
FOOD_RESTAURANT,2,11,13,29,739.4,25.5,12.0,41
TRANSPORT_PUBLIC,2,11,18,47,415.3,8.8,5.0,41
TRANSPORT_PRIVATE,2,11,8,21,323.8,15.4,8.0,41
HEALTHCARE,2,11,11,14,1805.2,128.9,80.0,41
SHOPPING_CLOTHES,2,11,18,22,1701.6,77.3,45.0,41
SHOPPING_ELECTRONICS,2,11,11,9,2462.5,273.6,150.0,41
ENTERTAINMENT,2,11,21,26,869.3,33.4,20.0,41
HOUSING,2,11,3,7,11897.4,1699.6,600.0,41
INSURANCE,2,11,4,2,369.6,184.8,100.0,41
EDUCATION,2,11,13,3,1498.0,499.3,300.0,41
TRAVEL,2,11,8,6,917.3,152.9,100.0,41
CASH_WITHDRAWAL,2,11,14,7,748.7,107.0,50.0,41
CASH_DEPOSIT,2,11,13,3,1454.0,484.7,300.0,41
BANK_TRANSFER,2,11,11,3,2805.3,935.1,500.0,41
CREDIT_CARD_PAYMENT,2,11,19,6,467.8,78.0,40.0,41
FOOD_GROCERIES,2,12,13,40,1928.3,48.2,15.0,42
FOOD_RESTAURANT,2,12,19,26,602.6,23.2,12.0,42
TRANSPORT_PUBLIC,2,12,8,34,290.2,8.5,5.0,42
TRANSPORT_PRIVATE,2,12,8,21,332.7,15.8,8.0,42
HEALTHCARE,2,12,11,11,1325.0,120.5,80.0,42
SHOPPING_CLOTHES,2,12,10,15,1197.3,79.8,45.0,42
SHOPPING_ELECTRONICS,2,12,15,6,1430.7,238.4,150.0,42
ENTERTAINMENT,2,12,18,15,541.7,36.1,20.0,42
HOUSING,2,12,2,5,8166.8,1633.4,600.0,42
INSURANCE,2,12,1,2,412.4,206.2,100.0,42
EDUCATION,2,12,10,2,1031.8,515.9,300.0,42
TRAVEL,2,12,9,4,601.9,150.5,100.0,42
CASH_WITHDRAWAL,2,12,16,5,450.9,90.2,50.0,42
CASH_DEPOSIT,2,12,12,2,1038.5,519.2,300.0,42
BANK_TRANSFER,2,12,17,2,2078.1,1039.0,500.0,42
CREDIT_CARD_PAYMENT,2,12,16,5,407.9,81.6,40.0,42
FOOD_GROCERIES,2,13,13,43,1929.9,44.9,15.0,43
FOOD_RESTAURANT,2,13,20,22,514.2,23.4,12.0,43
TRANSPORT_PUBLIC,2,13,17,34,304.5,9.0,5.0,43
TRANSPORT_PRIVATE,2,13,19,16,227.3,14.2,8.0,43
HEALTHCARE,2,13,11,12,1433.8,119.5,80.0,43
SHOPPING_CLOTHES,2,13,18,15,1298.2,86.5,45.0,43
SHOPPING_ELECTRONICS,2,13,12,6,1471.1,245.2,150.0,43
ENTERTAINMENT,2,13,19,17,621.0,36.5,20.0,43
HOUSING,2,13,5,4,7236.6,1809.1,600.0,43
INSURANCE,2,13,2,2,439.2,219.6,100.0,43
EDUCATION,2,13,10,2,1052.1,526.0,300.0,43
TRAVEL,2,13,10,4,643.9,161.0,100.0,43
CASH_WITHDRAWAL,2,13,17,4,403.7,100.9,50.0,43
CASH_DEPOSIT,2,13,15,2,997.4,498.7,300.0,43
BANK_TRANSFER,2,13,10,2,1903.7,951.8,500.0,43
CREDIT_CARD_PAYMENT,2,13,12,4,308.6,77.1,40.0,43
FOOD_GROCERIES,2,14,19,35,1469.1,42.0,15.0,44
FOOD_RESTAURANT,2,14,19,18,485.6,27.0,12.0,44
TRANSPORT_PUBLIC,2,14,6,32,249.5,7.8,5.0,44
TRANSPORT_PRIVATE,2,14,7,16,259.5,16.2,8.0,44
HEALTHCARE,2,14,17,10,1264.3,126.4,80.0,44
SHOPPING_CLOTHES,2,14,18,16,1403.9,87.7,45.0,44
SHOPPING_ELECTRONICS,2,14,11,8,2082.9,260.4,150.0,44
ENTERTAINMENT,2,14,22,16,574.3,35.9,20.0,44
HOUSING,2,14,3,5,9867.2,1973.4,600.0,44
INSURANCE,2,14,4,2,433.6,216.8,100.0,44
EDUCATION,2,14,10,2,1008.7,504.3,300.0,44
TRAVEL,2,14,9,4,629.6,157.4,100.0,44
CASH_WITHDRAWAL,2,14,22,5,464.4,92.9,50.0,44
CASH_DEPOSIT,2,14,12,2,909.1,454.5,300.0,44
BANK_TRANSFER,2,14,13,2,1966.6,983.3,500.0,44
CREDIT_CARD_PAYMENT,2,14,12,4,301.1,75.3,40.0,44
FOOD_GROCERIES,2,15,16,36,1713.3,47.6,15.0,45
FOOD_RESTAURANT,2,15,21,25,671.4,26.9,12.0,45
TRANSPORT_PUBLIC,2,15,16,36,276.0,7.7,5.0,45
TRANSPORT_PRIVATE,2,15,17,17,273.0,16.1,8.0,45
HEALTHCARE,2,15,16,9,1130.6,125.6,80.0,45
SHOPPING_CLOTHES,2,15,13,16,1281.5,80.1,45.0,45
SHOPPING_ELECTRONICS,2,15,14,8,1819.3,227.4,150.0,45
ENTERTAINMENT,2,15,21,18,608.6,33.8,20.0,45
HOUSING,2,15,1,5,8876.8,1775.4,600.0,45
INSURANCE,2,15,3,2,393.9,197.0,100.0,45
EDUCATION,2,15,14,2,980.3,490.1,300.0,45
TRAVEL,2,15,12,4,546.0,136.5,100.0,45
CASH_WITHDRAWAL,2,15,16,5,520.8,104.2,50.0,45
CASH_DEPOSIT,2,15,12,2,1008.9,504.5,300.0,45
BANK_TRANSFER,2,15,15,2,1850.3,925.2,500.0,45
CREDIT_CARD_PAYMENT,2,15,16,4,285.0,71.3,40.0,45
FOOD_GROCERIES,2,16,11,36,1735.1,48.2,15.0,46
FOOD_RESTAURANT,2,16,11,22,549.7,25.0,12.0,46
TRANSPORT_PUBLIC,2,16,17,34,262.8,7.7,5.0,46
TRANSPORT_PRIVATE,2,16,9,17,278.8,16.4,8.0,46
HEALTHCARE,2,16,14,9,1128.0,125.3,80.0,46
SHOPPING_CLOTHES,2,16,15,14,1119.1,79.9,45.0,46
SHOPPING_ELECTRONICS,2,16,19,8,2119.3,264.9,150.0,46
ENTERTAINMENT,2,16,21,15,530.0,35.3,20.0,46
HOUSING,2,16,5,4,7265.1,1816.3,600.0,46
INSURANCE,2,16,5,2,361.0,180.5,100.0,46
EDUCATION,2,16,12,2,934.0,467.0,300.0,46
TRAVEL,2,16,16,4,541.0,135.3,100.0,46
CASH_WITHDRAWAL,2,16,20,5,476.8,95.4,50.0,46
CASH_DEPOSIT,2,16,9,2,1020.5,510.3,300.0,46
BANK_TRANSFER,2,16,9,3,3229.4,1076.5,500.0,46
CREDIT_CARD_PAYMENT,2,16,14,5,363.1,72.6,40.0,46
FOOD_GROCERIES,2,17,13,56,2454.1,43.8,15.0,47
FOOD_RESTAURANT,2,17,11,29,705.5,24.3,12.0,47
TRANSPORT_PUBLIC,2,17,8,45,377.3,8.4,5.0,47
TRANSPORT_PRIVATE,2,17,17,24,353.0,14.7,8.0,47
HEALTHCARE,2,17,16,15,1779.7,118.6,80.0,47
SHOPPING_CLOTHES,2,17,18,16,1306.7,81.7,45.0,47
SHOPPING_ELECTRONICS,2,17,13,8,2095.4,261.9,150.0,47
ENTERTAINMENT,2,17,23,23,745.7,32.4,20.0,47
HOUSING,2,17,5,7,12269.0,1752.7,600.0,47
INSURANCE,2,17,1,2,410.8,205.4,100.0,47
EDUCATION,2,17,13,3,1412.0,470.7,300.0,47
TRAVEL,2,17,14,6,970.3,161.7,100.0,47
CASH_WITHDRAWAL,2,17,11,7,703.7,100.5,50.0,47
CASH_DEPOSIT,2,17,17,3,1544.7,514.9,300.0,47
BANK_TRANSFER,2,17,14,3,2978.1,992.7,500.0,47
CREDIT_CARD_PAYMENT,2,17,14,6,431.0,71.8,40.0,47
FOOD_GROCERIES,2,18,10,58,2413.2,41.6,15.0,48
FOOD_RESTAURANT,2,18,20,33,744.8,22.6,12.0,48
TRANSPORT_PUBLIC,2,18,18,37,289.8,7.8,5.0,48
TRANSPORT_PRIVATE,2,18,17,29,419.4,14.5,8.0,48
HEALTHCARE,2,18,15,15,1776.2,118.4,80.0,48
SHOPPING_CLOTHES,2,18,13,21,1759.0,83.8,45.0,48
SHOPPING_ELECTRONICS,2,18,14,11,2728.0,248.0,150.0,48
ENTERTAINMENT,2,18,19,21,688.6,32.8,20.0,48
HOUSING,2,18,1,6,10857.0,1809.5,600.0,48
INSURANCE,2,18,4,3,611.2,203.7,100.0,48
EDUCATION,2,18,9,3,1455.3,485.1,300.0,48
TRAVEL,2,18,16,6,975.6,162.6,100.0,48
CASH_WITHDRAWAL,2,18,22,6,655.6,109.3,50.0,48
CASH_DEPOSIT,2,18,14,3,1631.6,543.9,300.0,48
BANK_TRANSFER,2,18,16,3,3202.4,1067.5,500.0,48
CREDIT_CARD_PAYMENT,2,18,10,7,503.1,71.9,40.0,48
FOOD_GROCERIES,2,19,13,43,2031.5,47.2,15.0,49
FOOD_RESTAURANT,2,19,13,21,498.0,23.7,12.0,49
TRANSPORT_PUBLIC,2,19,19,34,285.2,8.4,5.0,49
TRANSPORT_PRIVATE,2,19,18,23,350.8,15.3,8.0,49
HEALTHCARE,2,19,9,9,989.3,109.9,80.0,49
SHOPPING_CLOTHES,2,19,19,13,1153.0,88.7,45.0,49
SHOPPING_ELECTRONICS,2,19,14,6,1616.4,269.4,150.0,49
ENTERTAINMENT,2,19,18,16,538.9,33.7,20.0,49
HOUSING,2,19,1,4,7884.1,1971.0,600.0,49
INSURANCE,2,19,5,2,401.8,200.9,100.0,49
EDUCATION,2,19,8,2,1009.6,504.8,300.0,49
TRAVEL,2,19,14,4,617.7,154.4,100.0,49
CASH_WITHDRAWAL,2,19,12,5,524.0,104.8,50.0,49
CASH_DEPOSIT,2,19,13,2,979.4,489.7,300.0,49
BANK_TRANSFER,2,19,11,2,2091.2,1045.6,500.0,49
CREDIT_CARD_PAYMENT,2,19,16,4,327.4,81.9,40.0,49
FOOD_GROCERIES,2,20,13,38,1772.7,46.6,15.0,50
FOOD_RESTAURANT,2,20,11,23,624.8,27.2,12.0,50
TRANSPORT_PUBLIC,2,20,17,26,202.1,7.8,5.0,50
TRANSPORT_PRIVATE,2,20,7,23,335.8,14.6,8.0,50
HEALTHCARE,2,20,16,9,1057.5,117.5,80.0,50
SHOPPING_CLOTHES,2,20,11,13,1156.3,88.9,45.0,50
SHOPPING_ELECTRONICS,2,20,18,6,1493.1,248.9,150.0,50
ENTERTAINMENT,2,20,18,15,565.7,37.7,20.0,50
HOUSING,2,20,2,4,6647.6,1661.9,600.0,50
INSURANCE,2,20,5,2,375.2,187.6,100.0,50
EDUCATION,2,20,14,2,986.8,493.4,300.0,50
TRAVEL,2,20,11,5,748.6,149.7,100.0,50
CASH_WITHDRAWAL,2,20,15,5,518.4,103.7,50.0,50
CASH_DEPOSIT,2,20,12,2,1095.9,547.9,300.0,50
BANK_TRANSFER,2,20,13,2,1865.2,932.6,500.0,50
CREDIT_CARD_PAYMENT,2,20,18,4,314.8,78.7,40.0,50
FOOD_GROCERIES,2,21,12,42,1959.0,46.6,15.0,51
